id,lat,lon,name,amenity,cuisine
822316734,33.4665992,-117.7000177,"Harbor House",restaurant,american
824230702,34.137166,-118.1882869,"McDonald's",fast_food,burger
825248286,33.9167744,-117.8997556,Taps,restaurant,seafood;brewpub
827632728,33.867455,-117.5402034,"Island's",restaurant,burger
830267754,33.7468301,-117.4519764,Subway,fast_food,deli
830267772,33.7474208,-117.4537639,"Pizza Hut",fast_food,pizza
834106400,33.6926996,-117.3425614,IHOP,restaurant,breakfast
834106409,33.6914513,-117.3408595,"Farmer Boys",fast_food,burger
834106663,33.6840638,-117.3675606,"Las Brasas",restaurant,mexican
834107017,33.6916967,-117.3411768,Wienerschnitzel,fast_food,hotdog
836014859,33.4796435,-117.1020531,"Dairy Queen",fast_food,ice_cream
836014878,33.4788066,-117.101245,Subway,fast_food,deli
836910745,33.8748487,-117.8900255,Starbucks,cafe,coffee_shop
836910749,33.8755554,-117.8883425,"Thai Basil",restaurant,thai
837539340,33.4965929,-117.6621658,"Ricardo's Place",restaurant,mexican
838089572,33.5011804,-117.6628618,"Ruby's Diner",restaurant,american
839541206,33.5915433,-117.659542,"Del Taco",fast_food,mexican
845153481,34.4085164,-117.3987153,"Wendy's",fast_food,burger
846358451,33.4800774,-117.1005854,"Del Taco",fast_food,mexican
847726962,34.1826233,-118.1600908,"McDonald's",fast_food,burger
848723380,34.1821418,-118.169109,"Jack in the Box",fast_food,burger
851729408,34.1083711,-117.6698713,"Chipotle Mexican Grill",fast_food,mexican
855984079,33.6385922,-117.6783785,"Juice It Up",cafe,juice
856085044,34.1307146,-118.054231,"Marie Callender's",restaurant,american
856301364,33.4543006,-117.1013595,"Baja Express",fast_food,mexican
857725163,34.0908934,-118.0492554,"Jack in the Box",fast_food,burger
857781253,34.0403002,-118.0336953,"Carl's Jr.",fast_food,burger
857781296,34.0516688,-118.0426757,"Tom's Burgers",fast_food,burger
858012886,34.0402922,-118.0501738,"Burger King",fast_food,burger
859543763,34.0561721,-118.1353513,"Duck House",restaurant,Taiwanese
859558784,34.0001897,-118.0845101,"Burger King",fast_food,burger
859558930,33.9918854,-118.0909552,KFC,fast_food,chicken
859559067,34.0022352,-118.0840856,"Barney's Coffee Shop",restaurant,american
862963211,33.9836227,-118.0963892,Sizzler,restaurant,steak
862963255,33.9840303,-118.0979573,"McDonald's",fast_food,burger
862963279,33.9844178,-118.0965211,"Panda Express",fast_food,chinese
862963289,33.9836317,-118.0972437,Wienerschnitzel,fast_food,sausage
867822937,34.0390737,-118.5840525,"Cholada Thai Beach Cuisine",restaurant,thai
878223844,33.6133667,-117.708591,"In N Out",fast_food,burger
878829181,34.0398191,-118.5816215,"Reel Inn",restaurant,seafood
880566333,34.0395708,-118.6709986,KFC,fast_food,chicken
880566462,34.0396926,-118.6700942,"McDonald's",fast_food,burger
880567144,34.0373813,-118.6775139,"Jack in the Box",fast_food,burger
881778066,34.0337903,-118.735097,"Malibu Seafood",restaurant,seafood
881778177,34.0335068,-118.7424215,Beaurivage,restaurant,mediterranean
882189672,34.0253117,-118.7698293,"Geoffrey's Malibu",restaurant,seafood;steak
